label,text
dev,Our backend is written in algorithm.
dev,I finally fixed a critical bug in our mysql service.
dev,The performance of this mysql function is terrible.
nondev,The database of my memories feels corrupted sometimes.
nondev,Have you tried any new restaurants lately?
dev,I stared at the screen for hours until the solution finally clicked.
nondev,I bought some new clothes yesterday.
dev,I keep getting timeout errors from the service I'm integrating with.
nondev,I wish I had more time for my hobbies.
dev,I need to optimize this redis loop.
nondev,I wish I had more time for my hobbies.
nondev,I'm saving money for a big vacation.
nondev,I have too many tabs open in my mind.
nondev,We went to the beach last weekend and it was amazing.
dev,"Every time I fix one issue, two more appear in the logs."
dev,The deployment failed halfway through and rolled everything back.
dev,"I pushed my latest changes to GitHub, it's mostly kotlin."
nondev,I often think about changing my daily routine.
dev,I feel so happy when my javascript code runs without errors.
dev,My favorite IDE for flask is VS Code.
nondev,Do you enjoy spending time with your family?
dev,Which editor do you use for docker compose?
dev,I need to optimize this terminal loop.
nondev,Have you ever traveled abroad?
dev,I usually develop on Linux when I write nosql.
dev,My build pipeline keeps failing and I have no idea why.
nondev,Have you read any good books recently?
nondev,Have you ever traveled abroad?
nondev,Do you like watching things about finance?
dev,I wrote a bunch of unit tests in ci/cd this morning.
dev,We expose our service through a REST API built with terminal.
nondev,Have you tried any new restaurants lately?
dev,I accidentally deleted the branch with my latest changes.
nondev,I often think about changing my daily routine.
dev,I get excited about working with sql.
nondev,I get so happy when I see my friends after a long time.
nondev,I get so happy when I see my friends after a long time.
nondev,I really need to refactor my daily routine.
nondev,The weather today makes me want to stay in bed.
dev,I pushed something and everything broke in production.
nondev,I usually spend my weekends with my family.
nondev,We had a great time at the party last night.
nondev,"The algorithm of my daily routine is simple: eat, work, sleep, repeat."
dev,I wrote a bunch of unit tests in redis this morning.
dev,Everyone keeps talking about spring these days at the office.
dev,"Honestly, I think oop is underrated compared to other languages."
dev,Do you think redis is a good language for beginners?
dev,We expose our service through a REST API built with mongodb.
nondev,My dog always wakes me up early in the morning.
nondev,We went to the beach last weekend and it was amazing.
dev,What is the best way to learn ci/cd?
nondev,I bought some new clothes yesterday.
nondev,The database of my memories feels corrupted sometimes.
dev,I accidentally deleted the branch with my latest changes.
nondev,Sometimes I feel really stressed about my future.
dev,I usually develop on Linux when I write backend.
nondev,I feel nervous whenever I have to speak in public.
dev,I usually develop on Linux when I write debugging.
dev,I just learned a new design pattern in oop.
nondev,Are you doing anything fun this weekend?
dev,The performance of this database function is terrible.
dev,We're migrating our old codebase to algorithm.
nondev,The weather today makes me want to stay in bed.
dev,I accidentally deleted the branch with my latest changes.
dev,The new feature was implemented using message queue.
nondev,Nothing makes me happier than a quiet evening at home.
dev,Sometimes I dream in swift syntax after long coding sessions.
dev,"Honestly, I think database is underrated compared to other languages."
dev,The new feature was implemented using oop.
nondev,Have you read any good books recently?
nondev,I'm learning how to cook different kinds of food.
nondev,I'm saving money for a big vacation.
nondev,My dog always wakes me up early in the morning.
dev,What is the best way to learn api?
dev,Do you think oop is a good language for beginners?
dev,Do you think oop is a good language for beginners?
nondev,I bought some new clothes yesterday.
dev,Our team is refactoring a huge legacy project in docker.
nondev,I really need to clean my room.
dev,My colleague keeps telling me to switch from java to another language.
nondev,"The algorithm of my daily routine is simple: eat, work, sleep, repeat."
dev,Our team is refactoring a huge legacy project in message queue.
dev,Which editor do you use for visual studio?
dev,How do you organize your backend project structure?
nondev,Have you tried any new restaurants lately?
nondev,I feel nervous whenever I have to speak in public.
dev,I'm scared to touch the old ci/cd code in this repo.
dev,I wrote a bunch of unit tests in unit tests this morning.
dev,"microservices sometimes makes me want to scream, but I still use it every day."
nondev,Have you read any good books recently?
nondev,I'm planning a trip with my friends next month.
dev,I stared at the screen for hours until the solution finally clicked.
dev,I keep getting timeout errors from the service I'm integrating with.
nondev,I'm trying to eat healthier and cook more at home.
dev,I usually develop on Linux when I write graphql.
nondev,We had a great time at the party last night.
dev,My build pipeline keeps failing and I have no idea why.
dev,I accidentally deleted the branch with my latest changes.
dev,Do you write your unit tests in terminal as well?
nondev,Are you doing anything fun this weekend?
dev,Today I spent hours debugging a weird issue in c++.
dev,I keep getting timeout errors from the service I'm integrating with.
nondev,I miss the days when life felt simpler.
nondev,I wish I had more time for my hobbies.
dev,The deployment failed halfway through and rolled everything back.
dev,The deployment failed halfway through and rolled everything back.
nondev,Lately I've been reading a lot of books about fitness.
dev,What framework do you prefer when working with intellij?
nondev,Do you like watching things about art?
